   1.0000000e+00	   3.0614373e-01	  -1.2011388e+01	   0.0000000e+00	
   1.0000000e+00	   1.2535266e+00	  -4.7156210e+00	   1.0000000e+00	
   1.0000000e+00	   6.2640293e+00	  -3.0046963e+00	   2.0000000e+00	
   1.0000000e+00	   3.3703281e+00	   6.7738852e-02	   3.0000000e+00	
   1.0000000e+00	   2.7587764e+00	   1.8796065e+00	   4.0000000e+00	
   1.0000000e+00	   3.8351376e+00	   2.2177672e+00	   5.0000000e+00	
   1.0000000e+00	   6.7002423e+00	   5.4490959e+00	   6.0000000e+00	
   1.0000000e+00	   6.1559299e+00	   5.5508808e+00	   7.0000000e+00	
   1.0000000e+00	   1.5560187e+00	   8.3850038e+00	   8.0000000e+00	
   1.0000000e+00	  -9.4594922e-01	   8.0145705e+00	   9.0000000e+00	
   1.0000000e+00	   4.3809090e-02	   1.0918178e+01	   1.0000000e+01	
   2.0000000e+00	   5.0701958e-01	  -1.2063894e+01	   0.0000000e+00	
   2.0000000e+00	   1.1362508e+00	  -4.5756421e+00	   1.0000000e+00	
   2.0000000e+00	   6.2931869e+00	  -3.0325630e+00	   2.0000000e+00	
   2.0000000e+00	   3.4539281e+00	   1.5521162e-01	   3.0000000e+00	
   2.0000000e+00	   2.8488310e+00	   1.6819579e+00	   4.0000000e+00	
   2.0000000e+00	   3.8895800e+00	   2.3331066e+00	   5.0000000e+00	
   2.0000000e+00	   6.7332726e+00	   5.2501564e+00	   6.0000000e+00	
   2.0000000e+00	   6.1805694e+00	   5.7225991e+00	   7.0000000e+00	
   2.0000000e+00	   1.4977036e+00	   8.4407372e+00	   8.0000000e+00	
   2.0000000e+00	  -8.0661581e-01	   8.1603585e+00	   9.0000000e+00	
   2.0000000e+00	   6.8448510e-02	   1.1089896e+01	   1.0000000e+01	
   3.0000000e+00	   6.7744694e-01	  -1.2031509e+01	   0.0000000e+00	
   3.0000000e+00	   9.8981742e-01	  -4.4077966e+00	   1.0000000e+00	
   3.0000000e+00	   6.2925414e+00	  -3.0040508e+00	   2.0000000e+00	
   3.0000000e+00	   3.5362373e+00	   2.9970865e-01	   3.0000000e+00	
   3.0000000e+00	   2.9103734e+00	   1.4836639e+00	   4.0000000e+00	
   3.0000000e+00	   3.9135740e+00	   2.5333370e+00	   5.0000000e+00	
   3.0000000e+00	   6.7650120e+00	   5.1082411e+00	   6.0000000e+00	
   3.0000000e+00	   6.1462482e+00	   5.9785628e+00	   7.0000000e+00	
   3.0000000e+00	   1.4387429e+00	   8.5249827e+00	   8.0000000e+00	
   3.0000000e+00	  -7.2559757e-01	   8.3618798e+00	   9.0000000e+00	
   3.0000000e+00	   3.6063659e-02	   1.1260324e+01	   1.0000000e+01	
   4.0000000e+00	   9.0554403e-01	  -1.2026346e+01	   0.0000000e+00	
   4.0000000e+00	   8.4467493e-01	  -4.2969753e+00	   1.0000000e+00	
   4.0000000e+00	   6.2931869e+00	  -3.0325630e+00	   2.0000000e+00	
   4.0000000e+00	   3.6191919e+00	   4.1569355e-01	   3.0000000e+00	
   4.0000000e+00	   3.0010734e+00	   1.2575031e+00	   4.0000000e+00	
   4.0000000e+00	   3.9388589e+00	   2.6765432e+00	   5.0000000e+00	
   4.0000000e+00	   6.7980423e+00	   4.9093016e+00	   6.0000000e+00	
   4.0000000e+00	   6.1417300e+00	   6.1781478e+00	   7.0000000e+00	
   4.0000000e+00	   1.3810732e+00	   8.5522039e+00	   8.0000000e+00	
   4.0000000e+00	  -6.4328842e-01	   8.5063768e+00	   9.0000000e+00	
   4.0000000e+00	   4.9697130e-03	   1.1373727e+01	   1.0000000e+01	
   5.0000000e+00	   1.1051290e+00	  -1.2021828e+01	   0.0000000e+00	
   5.0000000e+00	   6.9953244e-01	  -4.1861540e+00	   1.0000000e+00	
   5.0000000e+00	   6.2931869e+00	  -3.0325630e+00	   2.0000000e+00	
   5.0000000e+00	   3.7015010e+00	   5.6019059e-01	   3.0000000e+00	
   5.0000000e+00	   3.0626159e+00	   1.0592091e+00	   4.0000000e+00	
   5.0000000e+00	   3.9634983e+00	   2.8482614e+00	   5.0000000e+00	
   5.0000000e+00	   6.8304272e+00	   4.7388743e+00	   6.0000000e+00	
   5.0000000e+00	   6.1657240e+00	   6.3783782e+00	   7.0000000e+00	
   5.0000000e+00	   1.2657338e+00	   8.6066464e+00	   8.0000000e+00	
   5.0000000e+00	  -5.3375805e-01	   8.7085436e+00	   9.0000000e+00	
   5.0000000e+00	  -2.7415138e-02	   1.1544154e+01	   1.0000000e+01	
   6.0000000e+00	   1.3047139e+00	  -1.2017310e+01	   0.0000000e+00	
   6.0000000e+00	   5.8290209e-01	  -4.0746873e+00	   1.0000000e+00	
   6.0000000e+00	   6.2931869e+00	  -3.0325630e+00	   2.0000000e+00	
   6.0000000e+00	   3.7267859e+00	   7.0339672e-01	   3.0000000e+00	
   6.0000000e+00	   3.0664886e+00	   8.8813626e-01	   4.0000000e+00	
   6.0000000e+00	   4.0160044e+00	   3.0491373e+00	   5.0000000e+00	
   6.0000000e+00	   6.8342999e+00	   4.5678015e+00	   6.0000000e+00	
   6.0000000e+00	   6.1897179e+00	   6.5786086e+00	   7.0000000e+00	
   6.0000000e+00	   1.1789065e+00	   8.6617343e+00	   8.0000000e+00	
   6.0000000e+00	  -4.2358222e-01	   8.8821982e+00	   9.0000000e+00	
   6.0000000e+00	  -2.7757177e-03	   1.1715872e+01	   1.0000000e+01	
   7.0000000e+00	   1.4764322e+00	  -1.2041949e+01	   0.0000000e+00	
   7.0000000e+00	   5.2394146e-01	  -3.9904418e+00	   1.0000000e+00	
   7.0000000e+00	   6.2640293e+00	  -3.0046963e+00	   2.0000000e+00	
   7.0000000e+00	   3.7792920e+00	   9.0427258e-01	   3.0000000e+00	
   7.0000000e+00	   3.0988734e+00	   7.1770890e-01	   4.0000000e+00	
   7.0000000e+00	   4.0406438e+00	   3.2208555e+00	   5.0000000e+00	
   7.0000000e+00	   6.7811483e+00	   4.3954377e+00	   6.0000000e+00	
   7.0000000e+00	   6.2402877e+00	   6.8650209e+00	   7.0000000e+00	
   7.0000000e+00	   1.1205913e+00	   8.7174677e+00	   8.0000000e+00	
   7.0000000e+00	  -3.1276094e-01	   9.0273407e+00	   9.0000000e+00	
   7.0000000e+00	  -6.0029805e-03	   1.1858433e+01	   1.0000000e+01	
   8.0000000e+00	   1.6766626e+00	  -1.2065943e+01	   0.0000000e+00	
   8.0000000e+00	   4.6498083e-01	  -3.9061963e+00	   1.0000000e+00	
   8.0000000e+00	   6.2633838e+00	  -2.9761841e+00	   2.0000000e+00	
   8.0000000e+00	   3.8032860e+00	   1.1045030e+00	   3.0000000e+00	
   8.0000000e+00	   3.0748795e+00	   5.1747850e-01	   4.0000000e+00	
   8.0000000e+00	   4.0937954e+00	   3.3932193e+00	   5.0000000e+00	
   8.0000000e+00	   6.7558635e+00	   4.2522316e+00	   6.0000000e+00	
   8.0000000e+00	   6.2921483e+00	   7.0944088e+00	   7.0000000e+00	
   8.0000000e+00	   1.0331185e+00	   8.8010677e+00	   8.0000000e+00	
   8.0000000e+00	  -2.0193966e-01	   9.1724832e+00	   9.0000000e+00	
   8.0000000e+00	   1.9927345e-02	   1.1973127e+01	   1.0000000e+01	
   9.0000000e+00	   1.8768930e+00	  -1.2089937e+01	   0.0000000e+00	
   9.0000000e+00	   4.0666565e-01	  -3.8504629e+00	   1.0000000e+00	
   9.0000000e+00	   6.2906051e+00	  -2.9185144e+00	   2.0000000e+00	
   9.0000000e+00	   3.8849497e+00	   1.2775122e+00	   3.0000000e+00	
   9.0000000e+00	   3.1066189e+00	   3.7556327e-01	   4.0000000e+00	
   9.0000000e+00	   4.1469469e+00	   3.5655830e+00	   5.0000000e+00	
   9.0000000e+00	   6.7590907e+00	   4.1096709e+00	   6.0000000e+00	
   9.0000000e+00	   6.3161423e+00	   7.2946393e+00	   7.0000000e+00	
   9.0000000e+00	   1.0033155e+00	   8.8574465e+00	   8.0000000e+00	
   9.0000000e+00	  -9.2409286e-02	   9.3746499e+00	   9.0000000e+00	
   9.0000000e+00	   4.5857671e-02	   1.2087821e+01	   1.0000000e+01	
   1.0000000e+01	   2.0771234e+00	  -1.2113931e+01	   0.0000000e+00	
   1.0000000e+01	   3.4899593e-01	  -3.8232417e+00	   1.0000000e+00	
   1.0000000e+01	   6.3463384e+00	  -2.8601992e+00	   2.0000000e+00	
   1.0000000e+01	   3.9666133e+00	   1.4505213e+00	   3.0000000e+00	
   1.0000000e+01	   3.1390037e+00	   2.0513591e-01	   4.0000000e+00	
   1.0000000e+01	   4.2000985e+00	   3.7379467e+00	   5.0000000e+00	
   1.0000000e+01	   6.7616725e+00	   3.9956224e+00	   6.0000000e+00	
   1.0000000e+01	   6.3116241e+00	   7.4942242e+00	   7.0000000e+00	
   1.0000000e+01	   9.4435484e-01	   8.9416920e+00	   8.0000000e+00	
   1.0000000e+01	  -3.7966825e-02	   9.4899894e+00	   9.0000000e+00	
