   1.0000000e+00	  -5.4984894e+00	  -1.0145920e+01	   0.0000000e+00	
   1.0000000e+00	  -6.3429651e+00	  -4.3455808e+00	   1.0000000e+00	
   1.0000000e+00	   1.5551488e+00	   5.9031571e+00	   2.0000000e+00	
   1.0000000e+00	   7.3472022e-02	   2.0470310e+00	   3.0000000e+00	
   1.0000000e+00	  -3.0588780e+00	   3.0601379e+00	   4.0000000e+00	
   1.0000000e+00	  -9.0800763e-01	  -2.4824136e+00	   5.0000000e+00	
   1.0000000e+00	  -5.8926643e+00	   2.2257649e+00	   6.0000000e+00	
   1.0000000e+00	  -3.5017421e+00	  -5.9303079e-02	   7.0000000e+00	
   1.0000000e+00	  -6.1361679e+00	  -3.3995167e+00	   8.0000000e+00	
   1.0000000e+00	  -6.4497171e+00	  -9.7110259e+00	   9.0000000e+00	
   1.0000000e+00	  -1.7684231e+00	  -1.0185007e+00	   1.0000000e+01	
   1.0000000e+00	  -2.2750475e-01	  -8.6002592e+00	   1.1000000e+01	
   1.0000000e+00	  -3.3414453e-01	  -1.2710525e+01	   1.2000000e+01	
   1.0000000e+00	  -5.1209288e-01	  -9.8904053e+00	   1.3000000e+01	
   2.0000000e+00	  -5.5263561e+00	  -1.0175078e+01	   0.0000000e+00	
   2.0000000e+00	  -6.2529105e+00	  -4.5432294e+00	   1.0000000e+00	
   2.0000000e+00	   1.3821397e+00	   5.9848208e+00	   2.0000000e+00	
   2.0000000e+00	   1.0650233e-01	   1.8480915e+00	   3.0000000e+00	
   2.0000000e+00	  -2.8301354e+00	   3.0367893e+00	   4.0000000e+00	
   2.0000000e+00	  -7.0454997e-01	  -2.6489683e+00	   5.0000000e+00	
   2.0000000e+00	  -5.7177188e+00	   2.0585648e+00	   6.0000000e+00	
   2.0000000e+00	  -3.3889844e+00	   3.0300234e-04	   7.0000000e+00	
   2.0000000e+00	  -6.1944831e+00	  -3.3437833e+00	   8.0000000e+00	
   2.0000000e+00	  -6.3324413e+00	  -9.8510048e+00	   9.0000000e+00	
   2.0000000e+00	  -1.5137502e+00	  -9.2715520e-01	   1.0000000e+01	
   2.0000000e+00	  -2.3008656e-01	  -8.4862107e+00	   1.1000000e+01	
   2.0000000e+00	  -3.9052335e-01	  -1.2740328e+01	   1.2000000e+01	
   2.0000000e+00	  -3.9804434e-01	  -9.8878235e+00	   1.3000000e+01	
   3.0000000e+00	  -5.6416955e+00	  -1.0120635e+01	   0.0000000e+00	
   3.0000000e+00	  -6.1926590e+00	  -4.6844991e+00	   1.0000000e+00	
   3.0000000e+00	   1.1799729e+00	   6.0943512e+00	   2.0000000e+00	
   3.0000000e+00	   1.1037504e-01	   1.6770187e+00	   3.0000000e+00	
   3.0000000e+00	  -2.6603535e+00	   3.0976863e+00	   4.0000000e+00	
   3.0000000e+00	  -5.5940748e-01	  -2.7597895e+00	   5.0000000e+00	
   3.0000000e+00	  -5.5725763e+00	   1.9477436e+00	   6.0000000e+00	
   3.0000000e+00	  -3.3345420e+00	   1.1564245e-01	   7.0000000e+00	
   3.0000000e+00	  -6.2819559e+00	  -3.2601833e+00	   8.0000000e+00	
   3.0000000e+00	  -6.2443231e+00	  -9.9631170e+00	   9.0000000e+00	
   3.0000000e+00	  -1.3167471e+00	  -8.0858849e-01	   1.0000000e+01	
   3.0000000e+00	  -2.3395928e-01	  -8.3151378e+00	   1.1000000e+01	
   3.0000000e+00	  -5.0586280e-01	  -1.2685885e+01	   1.2000000e+01	
   3.0000000e+00	  -3.1379884e-01	  -9.8288628e+00	   1.3000000e+01	
   4.0000000e+00	  -5.6714985e+00	  -1.0064256e+01	   0.0000000e+00	
   4.0000000e+00	  -6.1881408e+00	  -4.8840841e+00	   1.0000000e+00	
   4.0000000e+00	   9.7974251e-01	   6.1183451e+00	   2.0000000e+00	
   4.0000000e+00	   1.4340534e-01	   1.4780792e+00	   3.0000000e+00	
   4.0000000e+00	  -2.4601231e+00	   3.0736924e+00	   4.0000000e+00	
   4.0000000e+00	  -4.1361954e-01	  -2.8991230e+00	   5.0000000e+00	
   4.0000000e+00	  -5.3976308e+00	   1.7805435e+00	   6.0000000e+00	
